StationNbr,Name,City,RegionalOffice,County,ConnectDate,DisconnectDate,IsActive,IsEtoStation,Elevation,GroundCover,HmsLatitude,HmsLongitude,SitingDesc,lat,lon,elev_ft,connect,disconnect,elev_m,dist_to_almond_km,in_window
195,Auburn,Auburn,North Central Region Office,Placer,2/16/2005,12/31/2050,True,True,935,Grass,38º53'15N / 38.887603,-121º6'10W / -121.10291,"DATE: 11-12-02<br/><br/>
STATION#:195<br/>                      STATION NAME: Auburn<br/>
ETO ZONE: 14<br/>		
PREVAILING WINDS:NW<br/> 
LOCAL CHARACTER: <br/>
Rolling hills with lots of trees and rural houses.  The site is located on what was previously an orchard.  There are still many fruit trees in the surrounding area.  Principle agricultural activities in the area include fruit and olives.<br/><br/>

DESCRIPTION OF STATION SITE:<br/>
The station is Set within the foothills of Auburn about ? mile from interstate 80. It is sprinkler-irrigated landscape grass. The site is owned and maintained by the Placer County Water Agency.  The site is referred to as the Heritage Center.<br/><br/>

NORTH:<br/>
0-30ft: Grass<br/>
30-500 ft: Natural vegetation
500+ ft; Sewage treatment ponds, followed by hills with natural vegetation with rural houses interspersed..<br/><br/>

EAST:<br/>
0-20ft: Grass<br/>
20-500+ft: Natural vegetation with trees and hills.<br/><br/>

SOUTH:<br/>
0-60 ft: Grass<br/>
60-120 ft:  Trees and natural vegetation.<br/>
120-150 ft: Road<br/>
150-500+ ft:  Natural vegetation with trees and hills.<br/><br/>

WEST:<br/>
0-20 ft: Grass<br/>
20-60 ft: Gravel<br/>
60-120ft: House<br/>
120-140 ft: Grass, landscaped trees and bushes.<br/>
140-500+ ft: Natural vegetation with trees and hills.<br/><br/>


COMMENTS:<br/>
Planning to replant grass this spring.<br/><br/>",38.887603,-121.10291,935,2005-02-16,2050-12-31,284.988,19.66,True
196,Esparto,Esparto,North Central Region Office,Yolo,4/15/2005,7/15/2017,False,True,174,Grass,38º41'30N / 38.691786,-122º0'50W / -122.01381,"STATION#:196 <br />
STATION NAME: ESPARTO <br />
ETO ZONE: 14 <br />
PREVAILING WINDS: NW <br />
<br />
LOCAL CHARACTER: Urban site within the City of Esparto at the effluence of the Capay Valley. The site is located behind the High School between the football and Soccer fields at the vicinity of the crossroads of Madison and Winter Street. The station has several hundred feet of well maintained grass especially in the predominantly westerly flow direction. There are a few buildings and houses within 500 feet, but the houses are mainly downwind the zonal flow. Principle agricultural activities in the area include fruits and nuts. <br />
<br />
DESCRIPTION OF STATION SITE: The station is Set at the effluence of the Capay Valley within the City of Esparto. It is sprinkler-irrigated landscape grass, and a type #2 silty clay loam soil. The site is owned and maintained by the Esparto District Chamber of Commerce and located on the property of the Esparto Unified School District. The site will be used to help farmers with ETo based irrigation scheduling as well as serve as a learning tool for the high school students. <br />
<br />
NORTH: 0-30ft: Grass 30-50ft: bleachers and fence 50-400ft: Grass 400-430ft: Street 430 ft: Urban with houses <br />
EAST: 0-30ft: Grass 30-50ft: Street 50 ft: Urban with houses <br />
SOUTH: 0-300ft: Grass 300  ft: Urban with houses <br />
WEST: 0-300ft: Grass 300-375ft: building 375-400ft: Grass 400-440ft: Street 440 ft: Houses and Urban <br />
<br />
COMMENTS: Site is sprinkler irrigated. Grass inside the fenced enclosure will be maintained by cooperator. Grass outside the stations fenced is maintained by the school district.",38.691786,-122.01381,174,2005-04-15,2017-07-15,53.0352,0.46,True
197,Palmdale,Palmdale,Southern Region Office,Los Angeles,4/6/2005,12/31/2050,True,True,2550,Alfalfa,34º36'54N / 34.614981,-118º1'57W / -118.03249,,34.614981,-118.03249,2550,2005-04-06,2050-12-31,777.24,83.2,True
198,Santa Paula,Santa Paula,Southern Region Office,Ventura,3/30/2005,6/22/2023,False,True,218,Grass,34º19'29N / 34.324639,-119º6'18W / -119.10488,"STATION NAME: Santa Paula <br />
DATE: 3-2005 <br />
STATION#: 198 <br />
PREVAILING WINDS: W <br />
ETO ZONE: 9 <br />
<br />
LOCAL CHARACTER: Santa Paula is located at the western portion of the Santa Clara River Valley which has a mixture of urban and agricultural areas. Primary crops consist of mostly lemon and avocado trees and some mixed vegetable row crops. <br />
<br />
DESCRIPTION OF STATION SITE: Located on an established turf area that is surrounded by UCCE experimental plots that will be growing a variety of crops year round. The turf is well maintained and sprinkler irrigation by cooperator. <br />
<br />
NORTH: 40ft: Well-maintained turf 40-500ft: Irrigated crops <br />
NORTHEAST: 40ft: Well-maintained turf 40-180ft: Irrigated crops 180ft-300ft: Non-irrigated area <br />
EAST: 40ft: Well-maintained turf 40ft-200ft: Irrigated crops 200ft-400ft: Non-irrigated area <br />
SOUTHEAST: 40ft: Well-maintained turf 40ft-200ft: Irrigated crops <br />
SOUTH: 40ft: Well-maintained turf 40-300ft: Irrigated crops <br />
WEST: 40ft: Well-maintained turf 40-500ft: Irrigated crops",34.324639,-119.10488,218,2005-03-30,2023-06-22,66.4464,73.71,True
199,Big Bear Lake,Big Bear Lake,Southern Region Office,San Bernardino,7/19/2005,12/31/2050,True,True,6910,Grass,34º14'15N / 34.237419,-116º51'57W / -116.86571,"STATION#: 199<br />
STATION NAME: Big Bear Lake<br />
PREVAILING WINDS: S<br />
<br />
DESCRIPTION OF STATION SITE: Located on a well established turf area at the practice range of the Big Bear Lake Golf Course, which is sprinkler irrigated and maintained by the golf course staff. <br />
<br />
NORTH: 900 ft Well maintained turf with a 20ft brush-tree 40ft away. E<br />
AST: 700 ft of well maintained turf with a 8X15ft sand trap 10ft away from the station. <br />
SOUTH: 12,000 ft of well maintained turf with a 15ft high brush 70ft away from the station. <br />
WEST: 600 ft of well maintained turf.",34.237419,-116.86571,6910,2005-07-19,2050-12-31,2106.168,197.82,True
200,Indio 2,Indio,Southern Region Office,Riverside,5/16/2006,12/31/2050,True,True,40,Grass,33º44'55N / 33.748586,-116º15'10W / -116.2529,"DATE: 11-24-1999<br/><br/>
STATION #:  200<br/>   
STATION NAME:  Indio II<br/>   
ZONE:  17<br/>
PREVAILING WINDS:  West<br/>   
LOCAL CHARACTER:  Indio II is located in the fast urban growing City of Indio in the Southern Central Part of Riverside County known as Coachella Valley.   Coachella Valley is a desert type environment that is an important agricultural center not only in California but within the United States.  It has become a fast growing urban center, not to mention a recreational Mecca spot during the winter months for those seeking to escape the cold Northern, Mid West and Eastern Coast winters. <br/><br/>  

DESCRIPTION OF STATION SITE:  Located on a well established turf area of the Shadow Hills Golf Club, which is sprinkler irrigated and maintained by the golf course staff. <br/><br/>  
NORTH:  <br/>At 45 feet there is an 11 foot tree and a little more to the East of that tree there is another 14 foot tree at a distance of 63 feet from the station. <br/>  EAST: <br/>    Due East at a distance of 93 feet there is a 12 foot tree sapling and further out about 135 feet from the station there are a couple of weeping willows about 10 feet high. <br/>  SOUTH: <br/>  With a distance of 39 feet and 75 feet one will find two small pine trees. <br/>  WEST: <br/>  In a WNW direction there are two clumps of bushes that are about 3 feet high and are 37 feet away from the station. <br/><br/>",33.748586,-116.2529,40,2006-05-16,2050-12-31,12.192,151.37,True
201,UC-Andrade,Calexico,Southern Region Office,Imperial,1/1/2006,10/1/2015,False,True,120,Grass,32º40'28N / 32.674353,-115º2'40W / -115.04438,"DATE: 06-24-2004<br/><br/>
STATION #:  201<br/>   
STATION NAME:  UC-Andrade<br/>   
ZONE:  18<br/>
PREVAILING WINDS:  WNW<br/><br/>   
LOCAL CHARACTER:  UC-Andrade is located in the great Imperial-Mexicali Valley.  A desert type environment that is being irrigated to produce such crops as olives, grapes, a variety of truck crops, wheat, oats, corn, alfalfa and other field crops. <br/><br/>

DESCRIPTION OF STATION SITE:  Located on the center of a 200 ft X 200 ft field of alfalfa that is irrigated by buried drip tape and maintained by the local field workers.  There are no obstructions to the sun or wind in any direction. <br/><br/>",32.674353,-115.04438,120,2006-01-01,2015-10-01,36.576,101.87,True
202,Nipomo,Nipomo,Southern Region Office,San Luis Obispo,6/27/2006,12/31/2050,True,True,255,Grass,35º1'42N / 35.028281,-120º33'36W / -120.56003,"STATION NAME: Nipomo<br/><br/>

DATE:  6-27-2006<br/>
STATION#: 202<br/>
PREVAILING WINDS:  W<br/>
ETO ZONE:  3<br/><br/>

LOCAL CHARACTER:<br/>  Nipomo is located at the southwestern portion of San Luis Obispo County which has a mixture of urban and agricultural areas.  Primary crops consist of mostly wine grapes, lemon and avocado trees and some mixed vegetable row crops.<br/><br/>

DESCRIPTION OF STATION SITE:<br/>
Located on a well established turf area between a green and fairway of the Monarch Golf Course, which is sprinkler irrigated and maintained by the golf course staff.<br/><br/>

NORTH: <br/>
500+ft: Well-maintained turf with 4 Eucalyptus trees ~150ft to the north.<br/><br/>

NORTHEAST:<br/>
500+ft: Well-maintained turf.<br/><br/>

EAST:<br/>
500+ft: Well-maintained turf with 2 Eucalyptus trees ~100ft slightly southeast.<br/><br/>

SOUTHEAST:<br/>
200ft: Well maintained turf.<br/> 
SOUTH:<br/>
300ft: Well-maintained turf.<br/><br/>

WEST:<br/>
300+ft: Well-maintained turf.<br/><br/>

COMMENTS:<br/><br/>",35.028281,-120.56003,255,2006-06-27,2050-12-31,77.724,54.79,True
203,Alpaugh,Alpaugh,South Central Region Office,Tulare,7/11/2006,11/16/2017,False,False,210,Grass,35º51'45N / 35.862583,-119º30'13W / -119.50357,"DATE: 07-11-06<br/><br/>

STATION#: 203<br/>
STATION NAME: Alpaugh<br/><br/>

ETO ZONE: 15<br/>
PREVAILING WINDS: N<br/>
LOCAL CHARACTER: alfalfa hay, cotton, wheat.<br/><br/>

DESCRIPTION OF STATION SITE: <br/>
Located on a large farming operation, the station was installed in a turf area surrounded by alfalfa.<br/><br/>

NORTH: <br/>
30 ft.Turf.<br/>
30 + ft: alfalfa.<br/><br/>

EAST: <br/>
30 ft.  Turf.<br/>
30+  alfalfa.<br/><br/>

SOUTH: <br/>
30 ft  Turf.<br/>
30-60 ft  gravel/dirt road.<br/>
60 + ft   alfalfa.<br/><br/>

WEST:<br/>
30 ft. Turf.<br/>
30 -60 ft.  gravel road.<br/>
60 + ft  alfalfa.<br/><br/>

COMMENTS:<br/>
Minimal turf and sometimes erratic irrigation schedule makes this site one that should be used with some caution.<br/><br/>",35.862583,-119.50357,210,2006-07-11,2017-11-16,64.00800000000001,10.51,True
204,Santa Clarita,Santa Clarita,Southern Region Office,Los Angeles,12/4/2006,12/31/2050,True,True,1410,Grass,34º25'35N / 34.426361,-118º31'3W / -118.51758,,34.426361,-118.51758,1410,2006-12-04,2050-12-31,429.76800000000003,67.08,True
205,Coalinga,Coalinga,South Central Region Office,Fresno,3/25/2010,12/31/2050,True,False,730,Grass,36º10'33N / 36.175833,-120º21'37W / -120.36027,,36.175833,-120.36027,730,2010-03-25,2050-12-31,222.50400000000002,10.53,True
206,Denair II,Denair,South Central Region Office,Stanislaus,4/9/2009,12/31/2050,True,True,150,Grass,37º32'45N / 37.545869,-120º45'16W / -120.75453,,37.545869,-120.75453,150,2009-04-09,2050-12-31,45.72,0.12,True
207,Borrego Springs,Borrego Springs,Southern Region Office,San Diego,1/4/2008,12/31/2050,True,True,578,Grass,33º16'6N / 33.268447,-116º21'54W / -116.36505,,33.268447,-116.36505,578,2008-01-04,2050-12-31,176.17440000000002,162.88,True
208,La Quinta II,La Quinta,Southern Region Office,Riverside,2/6/2007,12/31/2050,True,True,36,Grass,33º40'41N / 33.678186,-116º16'23W / -116.27299,"DATE:  02-20-07<br/><br/>
STATION #:  208   <br/>
STATION NAME:  La Quinta II<br/>   
ETo ZONE:  17<br/>
PREVAILING WINDS:  West<br/>   
LOCAL CHARACTER:  La Quinta II is located in the City of La Quinta at the Citrus Club Golf Course in the Southern Central Part of Riverside County known as Coachella Valley.   Coachella Valley is a desert type environment that is an important agricultural center not only in California but within the United States.  It has become a fast growing urban center, not to mention a recreational Mecca spot during the winter months for those seeking to escape the cold Northern, Mid West and Eastern Coast winters. <br/><br/>  

DESCRIPTION OF STATION SITE:  Located on a well established turf area of the Citrus Club Golf Course, which is sprinkler irrigated and maintained by the golf course staff.  <br/><br/>
NORTH:  At 70 feet there is a 14 foot tree and a little more to the West of that tree there is another 12 foot tree at a distance of 75 feet from the station. <br/><br/>  
EAST:    Due East at a distance of 70 feet there is a row of citrus trees that are between 10 and 12 feet height. <br/><br/>  
SOUTH:  With a distance of 125 feet one will find a small pond used as an obstacle for those hitting the little white ball. <br/><br/>   
WEST:  In a WSW direction there are three irrigation cylinders ranging in height from 10 feet to 16 feet at a distance of a little more than 50 feet away from the station.  Due West about 250 feet away from the station there are several 25 foot trees. <br/>",33.678186,-116.27299,36,2007-02-06,2050-12-31,10.972800000000001,152.24,True
209,Watsonville West II,Watsonville,South Central Region Office,Santa Cruz,6/13/2007,12/31/2050,True,True,240,Grass,36º54'47N / 36.913083,-121º49'25W / -121.82365,,36.913083,-121.82365,240,2007-06-13,2050-12-31,73.152,72.8,True
210,Carmel,Carmel,South Central Region Office,Monterey,7/22/2008,12/31/2050,True,True,75,Grass,36º32'27N / 36.540889,-121º52'55W / -121.88196,,36.540889,-121.88196,75,2008-07-22,2050-12-31,22.86,97.87,True
211,Gilroy,Gilroy,North Central Region Office,Santa Clara,9/1/2009,12/31/2050,True,False,185,Grass,37º0'54N / 37.015026,-121º32'13W / -121.53704,,37.015026,-121.53704,185,2009-09-01,2050-12-31,56.388000000000005,45.08,True
212,Hastings Tract East,Dixon,North Central Region Office,Solano,10/20/2009,12/31/2050,True,True,7,Grass,38º16'41N / 38.278056,-121º44'28W / -121.74111,,38.278056,-121.74111,7,2009-10-20,2050-12-31,2.1336,6.21,True
213,El Cerrito,El Cerrito,North Central Region Office,Contra Costa,9/24/2013,12/31/2050,True,True,596,Grass,37º55'54N / 37.931539,-122º18'10W / -122.302714,"DATE: 9-24-13<br/><br/>

STATION#:213<br/>
STATION NAME: El Cerrito<br/>
ETO ZONE: 1<br/>
PREVAILING WINDS: West<br/>
LOCAL CHARACTER: Located on the Mira Vista Country Club golf course within the City of El Cerrito. El Cerrito is located east of the San Francisco Bay.  The station has several hundred feet of well maintained turfgrass except for directly south - which includes some intermittently irrigated vegetation and will be improved. For now, data involving south winds should be used with caution.  Surrounding the golf course are primarily suburban and wooded areas that may also influence ETo.  <br/>

DESCRIPTION OF STATION SITE:
The station is located in the Mira Vista Country Club golf course.   It is on sprinkler-irrigated turfgrass with permanent pop up sprinklers. <br/>
NORTH:
130ft: Grass<br/>
EAST:
480ft: Grass<br/>
SOUTH:
50ft: Grass, 150ft intermittently irrigated<br/>
WEST:
220ft: Grass<br/>
 
COMMENTS:
Site is sprinkler irrigated.",37.931539,-122.302714,596,2013-09-24,2050-12-31,181.66080000000002,46.58,True
214,Salinas South II,Salinas,South Central Region Office,Monterey,5/17/2013,12/31/2050,True,True,153,Grass,36º37'32N / 36.625619,-121º32'16W / -121.537889,"DATE: 5-17-13<br />
<br />
STATION#:214<br />
STATION NAME: Salinas South II<br />
ETO ZONE: 3<br />
PREVAILING WINDS: NW<br />
LOCAL CHARACTER: Agricultural area primarily growing salad crops and strawberries.<br />
<br />
DESCRIPTION OF STATION SITE:<br />
Distance of fetch to nearest roads, buildings, change in surface:<br />
<br />
NORTH:<br />
150ft<br />
<br />
<br />
EAST:<br />
50ft<br />
<br />
<br />
SOUTH:<br />
150ft<br />
<br />
<br />
<br />
WEST:<br />
50ft<br />
<br />
<br />
<br />
COMMENTS:<br />
Bent Red Fescue surrounded by predominantly strawberry fields.",36.625619,-121.537889,153,2013-05-17,2050-12-31,46.6344,69.3,True
215,Chatsworth,Chatsworth,Southern Region Office,Los Angeles,9/1/2011,12/31/2050,True,False,1536,Grass,34º17'29N / 34.291331,-118º34'12W / -118.57004,,34.291331,-118.57004,1536,2011-09-01,2050-12-31,468.17280000000005,79.21,True
216,Arleta,Arleta,Southern Region Office,Los Angeles,9/8/2011,12/31/2050,True,False,980,Grass,34º15'22N / 34.256111,-118º22'58W / -118.38278,,34.256111,-118.38278,980,2011-09-08,2050-12-31,298.704,89.53,True
217,Moorpark,Moorpark,Southern Region Office,Ventura,7/3/2014,12/31/2050,True,True,718,Grass,34º16'9N / 34.269031,-118º50'58W / -118.849319,"STATION#:217<br/><br/> 

STATION NAME: Moorpark<br/>
 ETO ZONE: 9<br/>
 PREVAILING WINDS: southwest<br/><br/> 

LOCAL CHARACTER: Located on the Tierra Rejada Golf Club in the City of Moorpark. Moorpark is located approximately 17 miles North East of the Pacific Ocean.  <br/><br/> 

DESCRIPTION OF STATION SITE:<br/>
 The station is located in the Tierra Rejada Golf Club golf course. It is on sprinkler-irrigated turfgrass with permanent pop up sprinklers. The station has several hundred feet of well-maintained turfgrass except for directly west - which includes some native vegetation. The prevailing winds are from the southwest across the fairway. Surrounding the golf course is primarily an area with hills and changing topography. Reference ET involving west and northwest winds should be used with caution.br/><br/> 

NORTH:<br/>
 110ft: Grass<br/>
 EAST:<br/>
 1040ft: Grass<br/>
 SOUTH:<br/>
 250ft: Grass<br/>
 WEST:<br/>
 100ft: Grass<br/><br/>

 COMMENTS:<br/>
 Site is sprinkler irrigated.",34.269031,-118.849319,718,2014-07-03,2050-12-31,218.84640000000002,77.0,True
218,Thermal South,Thermal,Southern Region Office,Riverside,1/30/2010,12/31/2050,True,True,-150,Grass,33º35'44N / 33.595694,-116º9'29W / -116.15811,,33.595694,-116.15811,-150,2010-01-30,2050-12-31,-45.72,140.94,True
219,West Hills,West Hills,Southern Region Office,Los Angeles,9/6/2011,3/13/2024,False,True,926,Grass,34º12'51N / 34.214197,-118º38'41W / -118.64477,,34.214197,-118.64477,926,2011-09-06,2024-03-13,282.2448,85.47,True
220,Palmdale Central,Palmdale,Southern Region Office,Los Angeles,3/23/2011,12/31/2050,True,True,2630,Grass,34º35'32N / 34.592222,-118º7'39W / -118.1275,"DATE: 03-23-11<br />
<br />
STATION#: 220<br />
STATION NAME: Palmdale Central<br />
<br />
ETO ZONE: 17<br />
PREVAILING WINDS: NE<br />
<br />
LOCAL CHARACTER:The City of Palmdale is located in the Northern Los Angeles County Area. It is sitated between the Tehachapi and San Gabriel Mountains, which sits at the western tip of the Mojave Desert. <br />
<br />
DESCRIPTION OF STATION SITE: <br />
This CIMIS weather station is located in the southern section of the multi use 20-acre Desert Sands Park behind a softball field in a well maintained turf grass area.<br />
<br />
NORTH: <br />
120 ft irrigated grass, however at 15 feet from station there is a light post for the softball field<br />
<br />
EAST: <br />
150 feet irrigated grass<br />
<br />
SOUTH: <br />
90 feet irrigated grass;  80' concrete tennis courts:  60' of native vegetation<br />
<br />
WEST: <br />
425 feet irrigated grass<br />
<br />
COMMENTS: <br />
<br />
<br />",34.592222,-118.1275,2630,2011-03-23,2050-12-31,801.624,77.09,True
221,Cadiz Valley,Chambless,Southern Region Office,San Bernardino,11/1/2010,10/10/2050,True,False,155,Grass,34º30'49N / 34.513611,-115º30'38W / -115.51056,,34.513611,-115.51056,155,2010-11-01,2050-10-10,47.244,135.39,True
222,Gerber South,Gerber,Northern Region Office,Tehama,8/13/2014,12/31/2050,True,True,246,Grass,40º2'24N / 40.040006,-122º9'16W / -122.154539,"DATE: 08-18-2014&nbsp;<br />
<br />
STATION&nbsp;#:&nbsp; 222 <br />
STATION NAME:&nbsp; Gerber South <br />
ZONE:&nbsp; 14 <br />
PREVAILING WINDS:&nbsp; NNW, SSE <br />
<br />
DESCRIPTION OF STATION SITE:&nbsp; Surrounded by irrigated pasture. <br />
NORTH: 384ft <br />
EAST: 560ft <br />
WEST: 830ft <br />
SOUTH:880ft <br />
<br />
COMMENTS: Located on private ranch in a large grass pasture. A 5 ft paneled fence surrounds the station. The pasture is of high quality and properly maintained using flood irrigation.",40.040006,-122.154539,246,2014-08-13,2050-12-31,74.9808,0.48,True
223,North Hollywood,Universal City,Southern Region Office,Los Angeles,1/30/2018,5/28/2050,True,True,570,Grass,34º8'34N / 34.142911,-118º21'59W / -118.36632,,34.142911,-118.36632,570,2018-01-30,2050-05-28,173.73600000000002,101.46,True
224,Shasta College,Redding,Northern Region Office,Shasta,1/1/2013,12/31/2050,True,True,592,Grass,40º37'48N / 40.63,-122º18'36W / -122.31,"DATE: 02-12-2012<br/><br/>
STATION #:  224<br/>   
STATION NAME:  Shasta College<br/>   
ZONE:  14<br/>
PREVAILING WINDS:  N<br/><br/>   
DESCRIPTION OF STATION SITE:  The station is located on campus of Shasta College, just southeast of the agricultural center, approximately 530 ft. The field is recently planted to pasture. It is irrigated by flood and wheel line. The station area's irrigation is flood, whereas, the area to the south is wheel line. <br/><br/>(Distance of fetch to nearest roads, buildings, change in surface)
<br/><br/>NORTH: <br/> 213ft
<br/><br/>EAST: <br/>230ft
<br/><br/>SOUTH: <br/>605ft
<br/><br/>WEST:<br/> 156ft<br/><br/>COMMENTS:<br/>To the east, west, and south, dirt access roads border the station's field. These roads separate adjacent fields. To the east, the adjacent field is pasture, and including this field, fetch would increase to 880 ft. To the west, the adjacent field is alfalfa, and including this field, fetch would increase to 570 ft. To the south, the adjacent field is pasture, and including this field, fetch would increase to 940 ft. All adjacent fields are irrigated. To the north are some tall cottonwoods around 50 ft. In the future, it is hoped that we can remove these trees.",40.63,-122.31,592,2013-01-01,2050-12-31,180.44160000000002,31.94,True
225,Scott Valley,Fort Jones,Northern Region Office,Siskiyou,4/1/2015,12/31/2050,True,True,2733,Grass,41º34'40N / 41.577778,-122º50'17W / -122.838125,"DATE: 5-5-15<br />
<br />
STATION#:225 <br />
STATION NAME: Scott Valley<br />
ETO ZONE: 13<br />
PREVAILING WINDS: N<br />
<br />
LOCAL CHARACTER: This scenic and rural area in western Siskiyou County has cattle and dairy ranches, views of the Marble Mountains, and links to the Gold Rush.&nbsp; <br />
<br />
DESCRIPTION OF STATION SITE:<br />
Located on a cattle ranch which has hosted UC research for several years.&nbsp; Grass is center pivot irrigated. <br />
<br />
NORTH:<br />
370 ft: Irrigated pasture<br />
<br />
EAST:<br />
360 ft: Irrigated pasture<br />
<br />
SOUTH:<br />
1360 ft: Irrigated pasture<br />
<br />
WEST:<br />
1215ft: Irrigated pasture<br />
<br />
COMMENTS:<br />
The pasture is irrigated and used for grazing.",41.577778,-122.838125,2733,2015-04-01,2050-12-31,833.0184,146.03,True
226,Woodland,Woodland,North Central Region Office,Yolo,5/12/2011,12/31/2050,True,True,82,Grass,38º40'22N / 38.672722,-121º48'42W / -121.81172,,38.672722,-121.81172,82,2011-05-12,2050-12-31,24.9936,0.76,True
227,Plymouth,Plymouth,North Central Region Office,Amador,11/1/2010,12/31/2050,True,True,1520,Grass,38º30'30N / 38.508333,-120º47'59W / -120.79972,"DATE: 10-17-14<br />
<br />
STATION#:227<br />
STATION NAME: Plymouth<br />
ETO ZONE: 13-14<br />
PREVAILING WIND:SE<br />
LOCAL CHARACTER: <br />
Beginning of foothills. The site is located 3 miles northeast of Plymouth. <br />
<br />
DESCRIPTION OF STATION SITE:<br />
Sprinkler-irrigated landscape grass surrounded by vineyards. The site is owned and maintained by Terra d'Oro Winery.<br />
<br />
NORTH:<br />
0-15ft: Grass<br />
15-85 ft: Bare dirt,&nbsp;vegetation<br />
85  ft: Vineyard rows<br />
<br />
EAST:<br />
0-15ft: Grass<br />
15-90ft: Bare dirt.<br />
90-200ft: Vineyard rows<br />
200  ft: Oak woodland<br />
<br />
SOUTH:<br />
0-15 ft: Grass<br />
15-90 ft: bare dirt, vegetation.<br />
90-220 ft: Vineyard rows<br />
220  ft:&nbsp;Oak woodland<br />
<br />
WEST:<br />
0-15 ft: Grass<br />
15-200 ft: irrigated grasses<br />
200  ft: Oak woodland<br />
<br />
COMMENTS:<br />
Due to constrained site characteristics, ETo from this site should be used with caution. <br />
<br />",38.508333,-120.79972,1520,2010-11-01,2050-12-31,463.29600000000005,33.61,True
228,Diamond Springs,Diamond Springs,North Central Region Office,El Dorado,9/29/2010,12/31/2050,True,True,2050,Grass,38º38'10N / 38.636111,-120º47'35W / -120.79305,,38.636111,-120.79305,2050,2010-09-29,2050-12-31,624.84,34.72,True
229,Laguna Seca,Monterey,South Central Region Office,Monterey,1/1/2011,12/31/2050,True,True,320,Grass,36º34'12N / 36.570111,-121º47'11W / -121.7865,,36.570111,-121.7865,320,2011-01-01,2050-12-31,97.536,89.28,True
230,Santa Barbara II,Santa Barbara,Southern Region Office,Santa Barbara,1/10/2011,1/23/2018,False,False,440,Grass,34º24'20N / 34.405556,-119º42'54W / -119.715,,34.405556,-119.715,440,2011-01-10,2018-01-23,134.112,82.68,True
231,Lompoc,Lompoc,Southern Region Office,Santa Barbara,7/14/2010,12/31/2050,True,False,55,Grass,34º40'20N / 34.672222,-120º30'47W / -120.51306,,34.672222,-120.51306,55,2010-07-14,2050-12-31,16.764,94.5,True
232,Santa Maria II,Santa Maria,Southern Region Office,Santa Barbara,4/1/2011,12/31/2050,True,False,215,Grass,34º54'48N / 34.913472,-120º27'53W / -120.46478,"DATE: 04-01-2011<br/><br/>
STATION #:  232 <br/>
STATION NAME:  Santa Maria II<br/><br/>  
ETO ZONE:  3<br/>
PREVAILING WINDS:  North - West <br/>  
LOCAL CHARACTER:  The Santa Maria Valley itself lies between the Sierra Madre Mountains and the rugged coastline of the Pacific Ocean.  The valley is approximately thirty miles long and not over ten miles in width at the widest part, having an irrigated agricultural area of something less than 50,000 acres. Santa Maria is located at the North –Western portion the county which has a mixture of urban and agricultural areas. Primary crops include a variety of truck vegetable crops (Lettuce, Celery, Broccoli, Cauliflower, Spinach), Strawberries and Vineyards.  <br/><br/>
DESCRIPTION OF STATION SITE:  located on 30’ X 30’of turf grass and surrounded by turf grass (Santa Maria Municipal Golf Course) on a majority of all four sides at a 215 ft elevation.  The grass surrounding the station will be irrigated under normal operations of the golf course and mowed when needed.  The general area will be maintained by the cooperator, the City of Santa Maria Utilities Department. <br/><br/>NORTH: <br/> 500ft: Mixture of Turf Grass and Native Grass<br/>500-630ft: Native Grass
<br/><br/>NORTHEAST: <br/>250ft: Native Grass<br/>300ft: Developed Commercial area
<br/><br/>EAST: <br/>25ft: Well-maintained Turf Grass<br/>30-170ft: Graveled Surface<br/>180-450ft: Well-maintained Turf Grass
<br/><br/>SOUTHEAST:<br/> 30ft: Well-maintained Turf Grass<br/>30-190ft:  Graveled Surface<br/>190-350ft: Well-maintained Turf Grass
<br/><br/>SOUTH: <br/>20ft: Well-maintained Turf Grass<br/>25-100ft: Graveled Surface<br/>100-200ft: Well-maintained Turf Grass<br/>200-265ft: Shallow Water Hazard<br/>265-370ft: Well-maintained Turf Grass
<br/><br/>SOUTHWEST: <br/>120ft: Well-maintained Turf Grass<br/>120-180ft: Shallow Water Hazard<br/>120-370ft: Well-maintained Turf Grass<br/>370-900ft: Native Grass
 <br/><br/>WEST:<br/> 260ft: Well-maintained Turf Grass<br/>260-380ft: Native Grass<br/>380-1,000+ft: Veg Crop Ag Fields<br/><br/>COMMENTS:<br/>Irrigation sprinklers sometimes impact the station sometimes affecting the rain gauge.",34.913472,-120.46478,215,2011-04-01,2050-12-31,65.532,68.39,True
233,Joshua Tree,Joshua Tree,Southern Region Office,San Bernardino,12/1/2011,12/31/2050,True,False,2483,Bare,34º8'17N / 34.138147,-116º12'47W / -116.21319,,34.138147,-116.21319,2483,2011-12-01,2050-12-31,756.8184,160.27,True
